aluminium	ammonia	arsenic	barium	cadmium	chloramine	chromium	copper	fluoride	bacteria	viruses	lead	nitrates	nitrites	mercury	perchlorate	radium	selenium	silver	uranium	is_safe
0.06	10.03	0.05	1.63	0.06	0.03	0.05	1.58	0.96	0	0	0.057	8.3	1.75	0.006	3.48	0.65	0.07	0.06	0.07	0
0.09	17.35	0.03	1.74	0.06	0.05	0.08	0.22	1.09	0	0.57	0.101	10.69	0.31	0.001	6.03	0.66	0.04	0.01	0.01	0
0.07	7.79	0.87	2.76	0.08	6.74	0.06	0.67	0.63	0.48	0.003	0.007	9.53	1.32	0.002	13.15	6.35	0.09	0.17	0.07	0
0.04	3.55	0	0.12	0.09	0.06	0.07	0.09	1.36	0	0.82	0.17	13.5	0.34	0.006	1.43	0.07	0.02	0.09	0.06	0
0.07	3.38	0.07	0.24	0.09	0.25	0.03	0.08	1.44	0.34	0.004	0.172	1.4	2.1	0.01	4.44	4.62	0.05	0.08	0.08	0
0.02	7.41	0.01	0.7	0.03	0.04	0	0.03	0.08	0	0.52	0.022	12.05	0.52	0.009	10.85	1.98	0.05	0.05	0.07	0
0.05	27.89	0.02	3.81	0.007	1.36	0.08	1.24	0.66	0.68	0.68	0.182	2.19	1.2	0.009	9.83	6.17	0.01	0.07	0.07	0
0.09	8.21	0.001	3.35	0.002	4.37	0.33	1.94	0.78	0.89	0.89	0.101	12.11	1.51	0.008	56.34	7.62	0.02	0.33	0.04	0
0.04	18.47	0.09	1.16	0.09	0.02	0.08	1.97	0.59	0	0.007	0.169	5.09	0.26	0.004	0.75	0.58	0.07	0.05	0.01	0
0.01	8.92	0.2	4.88	0.05	0.36	0.09	0.54	0.14	0.27	0.004	0.069	8.6	1.9	0.007	17.18	2.91	0.08	0.43	0.09	0
4.84	21.94	0.79	1.97	0.13	7.46	0.89	0.95	1	0.75	0.75	0.119	9.33	1.26	0.009	29.26	2.38	0.09	0.24	0.02	0
0.36	17.7	0.001	3.35	0.001	1.4	0.29	1.38	1.48	0.67	0.67	0.08	17.96	1.98	0.002	28.45	3.93	0.07	0.31	0.08	0
0.05	25.22	0.02	2.99	0.001	2.28	0.89	1.27	1.25	0.75	0.75	0.076	7.49	1.32	0.008	37.7	7.52	0.01	0.15	0.08	0
0.07	5.97	0.05	0.97	0.05	0.06	0.06	1.45	0.65	0.57	0.57	0.19	7.18	1.89	0.009	1.08	0.8	0.03	0.01	0.09	0
0.06	17.35	0.08	0.38	0.09	0.18	0.09	0.27	0.61	0.65	0.65	0.137	7.77	1.94	0	1.79	0.03	0.02	0.1	0.06	0
0.08	1.13	0.02	0.44	0.1	0.27	0.05	1.43	0.68	0.42	0.005	0.108	16.61	1.58	0.001	8.53	0.24	0.04	0.03	0.01	0
0.09	7.52	0.07	0.48	0.06	0.17	0.04	0.42	0.07	0.32	0	0.015	14.66	1.46	0.004	2.37	4.31	0.03	0.05	0.04	0
1.27	19.87	0.03	0.04	0.008	6.23	0.84	1.91	0.83	0	0	0.018	0.45	1.42	0.009	12.9	2.15	0.03	0.21	0.04	1
0.03	19.9	0.06	1.55	0.08	0.07	0	1.43	1.34	0	0.76	0.069	6.81	0.13	0.002	4.18	0.63	0	0	0.03	0
0.09	3.12	0.06	1.77	0.08	0.09	0.05	0.69	0.14	0.44	0.008	0.155	5.88	1.33	0.01	2.61	0.1	0.02	0.08	0.02	0
0.07	1.57	0.03	2.06	0.005	4.74	0.14	0.49	1.39	0.75	0.75	0.064	5.43	1.53	0.009	21.35	6.31	0.09	0.23	0.06	0
0.04	14.4	0.02	0.15	0.006	5.89	0.04	0.98	0.77	0.52	0.52	0.185	17.51	1.63	0.009	52.16	3.55	0.1	0.24	0.06	0
0.27	7.11	0.04	2.04	0.006	5.85	0.75	1.44	0.58	0.21	0.006	0.066	0.6	1.27	0.003	26.57	3.28	0.05	0.15	0.02	0
0.06	18.77	0.09	1.25	0.06	0.07	0.07	0.36	0.64	0	0.69	0.005	1.63	0.49	0.001	1.47	0.41	0.07	0.08	0.05	0
0.08	16.7	0.03	0.54	0.02	0.01	0.01	1.05	0.86	0.37	0.002	0.113	0.23	1.48	0.01	4.19	5.07	0.08	0.07	0.03	0
0.01	20.82	0.03	0.87	0.02	0.51	0.04	0.53	0.95	0.19	0.004	0.011	12.28	1.96	0.006	2.66	0.51	0.03	0.05	0.05	0
0.01	0.25	0.6	2.76	0.06	6.16	0.85	0.07	0.44	0.07	0.007	0.15	11.27	1.31	0.005	38.89	4.51	0.02	0.18	0.08	0
0.01	21.07	0.1	0.77	0.07	0.31	0.07	1.05	1	0	0.007	0.109	2.57	0.57	0.001	6.53	0.27	0.04	0.1	0.05	0
0.09	13.37	0.08	0.93	0.07	0.07	0.01	1.5	0.69	0.82	0.82	0.053	1.08	1.24	0.005	0.51	2.75	0.05	0.08	0.07	0
0.12	14.86	0.37	1.11	0.02	6.39	0	0.81	0.24	0	0	0.005	16.93	1.73	0.002	17.69	1.67	0.04	0	0.03	1
3.87	13.49	0.08	1.78	0.06	3.93	0.23	1.69	1.47	0	0	0.123	5.94	1.17	0.009	40.54	6.13	0.03	0.48	0.05	0
4.39	1.24	0.86	1.94	0.11	3.99	0.8	1.99	0.48	0	0	0.05	18.81	1.49	0	20.32	6.66	0.09	0.16	0	0
2.26	27.01	0.01	3.84	0.006	5.22	0.79	1.97	1.48	0	0	0.031	9.52	1.43	0.001	16.06	1.11	0.09	0.14	0.08	1
0.13	28.57	0.03	1	0.008	4.96	0.66	0.8	0.91	0.15	0.008	0.05	9.65	1.42	0.005	12.48	7.93	0.09	0.42	0.01	0
0.06	23.36	0.01	0.99	0.02	0.35	0.07	0.64	0.43	0.46	0.002	0.059	16.37	1.75	0.006	8.57	0.45	0.03	0.08	0.06	0
0.01	15.07	0.36	1.69	0.12	8.11	0.07	0.09	1.2	0.59	0.59	0.001	19.04	1.91	0.007	44.63	5.18	0.06	0.07	0.02	0
0.01	18.12	0.03	3.98	0.006	1.87	0.07	0.66	0.04	0.32	0.002	0.028	8.02	1.07	0.002	40.27	1.16	0	0.35	0.02	0
0.06	2.93	0.04	0.06	0.05	0.07	0.05	1.43	0.19	0	0	0.097	11.05	1.37	0.001	4.83	0.64	0.07	0.04	0.01	0
1.86	18.57	0.15	1.83	0.11	2.86	0.15	1.58	0.96	0.31	0.009	0.057	7.89	1.84	0.006	33.56	6.83	0.07	0.04	0.07	0
0.38	20.9	0.04	2.5	0.007	7.05	0.25	1.98	0.51	0	0	0.152	12.2	1.19	0.008	34.98	1.65	0.04	0.18	0.03	0
0.03	16.55	0.42	2.65	0.07	1.86	0.04	1.75	0.76	0.26	0.003	0.092	14.2	1.15	0.01	37.81	2.66	0.05	0.27	0.04	0
0.1	6.96	0.02	0.68	0.1	0.21	0	1.86	0.42	0	0.003	0.115	6.12	1.22	0.005	7.21	4.82	0.06	0.01	0.06	0
0.1	22.3	0.1	1.07	0.06	0.02	0.08	0.07	0.27	0	0.88	0.183	8.21	0.69	0.006	0.08	0.66	0.06	0.03	0.07	0
0.03	26.95	0.11	1.2	0.03	4.11	0.13	1.34	0.29	0.96	0.96	0.167	15.66	1.95	0.002	39.66	7.99	0.06	0.5	0.06	0
0.03	21.73	0.05	0.56	0.05	0.08	0.06	0.01	1.24	0	0.83	0.026	0.66	0.47	0.009	0.11	0.64	0.1	0.01	0.09	0
1.27	23.08	1.04	4.34	0.06	4.53	0.63	1.94	1.27	0	0	0.194	13.44	2.24	0.005	1.1	4.8	0.08	0.22	0.07	0
0.08	15.76	0.07	0.69	0.07	0.03	0.08	1.05	0.86	0.37	0.002	0.113	0.27	0.43	0.01	2.42	4.23	0.08	0.06	0.03	0
0.09	1.69	0.1	0.92	0.09	0.01	0.09	1.28	0.99	0	0	0.165	4.93	1.13	0.005	0.78	1.35	0.02	0.09	0.06	0
0	2.28	0.07	0.06	0.01	0.21	0.05	0.04	0	0	0	0.169	6.18	1.79	0.001	3.05	1.05	0.1	0.06	0.02	0
0.08	11.57	0.05	0.61	0.03	0.13	0.08	1.54	0.32	0.33	0.006	0.041	18.58	1.36	0.009	13.66	4.58	0.06	0.05	0.08	0
0.06	19.47	0.51	1.18	0.07	1.28	0.76	0.07	0.26	0.92	0.92	0.105	4.64	1.82	0.006	50.57	7.42	0.01	0.33	0.04	0
0.07	29.27	0.33	1.32	0.02	2.76	0.44	0.06	0.28	0.19	0.001	0.059	9.93	1.84	0.006	46.95	2.08	0.06	0.5	0.08	0
0.05	19.48	0.01	0.76	0.05	0.01	0.09	0.38	0.02	0.76	0.76	0.121	7.47	1.37	0.008	2.68	0.06	0.07	0.01	0.09	0
0.03	27.79	0.09	0	0.08	0.07	0.04	0.06	1.03	0	0.007	0.142	1.79	0.04	0.002	2.97	0.72	0.09	0.04	0.02	1
0.09	0.69	0.001	2.03	0.006	3.29	0.5	1.3	1.06	0.55	0.55	0.1	3.34	1.58	0.007	26.68	6.06	0.02	0.48	0.04	0
0.23	27.29	0.51	3.86	0.12	3.12	0.47	0.54	0.79	0	0.89	0.07	15.17	2.11	0.005	6.4	0.97	0.06	0.4	0.08	0
0.08	8.97	0	1.72	0.1	0.03	0.02	0.09	1.15	0	0	0.121	2.62	1.45	0.003	5.09	7.55	0.1	0.04	0.03	0
0.02	9.63	0.02	1.95	0.003	7.16	0.15	1.04	0.58	0.5	0.5	0.106	14.85	1.82	0.005	55.86	4.25	0.03	0.24	0.01	0
3.25	1.44	0.15	3.98	0.08	4.37	0.45	1.13	1.05	0.97	0.97	0.007	6.19	1.53	0.006	44.27	6.28	0.01	0.42	0.08	0
0.12	2.74	0.37	3.73	0.1	2.8	0.15	1.99	1.29	0.86	0.86	0.047	7.79	1.75	0.002	31.79	3.95	0.04	0.14	0.02	0
1.04	28.14	0.45	3.74	0.02	2.59	0.65	0.25	1.16	0	0	0.191	11.94	1.23	0.007	21.5	6.19	0.03	0.17	0.07	0
4.86	26.54	0.85	2.79	0.08	0.84	0.17	1.57	0.11	0.52	0.52	0.018	8.05	2.07	0.001	36.06	0.35	0.08	0.22	0.05	0
0.03	23.48	0.6	1.12	0.11	4.66	0.82	1.57	0.43	0.04	0.003	0.089	15.21	2.29	0.005	29.59	5.11	0.03	0.2	0.03	0
0.05	4.29	0.05	0.52	0.06	0.44	0.06	0.08	1	0	0	0.119	9.69	1.14	0.009	0.45	2.38	0.09	0.04	0.02	0
0.05	23.72	0.02	2.09	0.001	2.4	0.3	0.86	1.34	0.97	0.97	0.086	1.52	1.11	0.002	15.47	4.89	0.04	0.21	0.01	0
2.98	15.24	0.19	3.18	0.07	1.79	0.25	1.12	1.15	0.69	0.69	0.121	2.84	1.54	0.003	32.7	7.55	0.1	0.01	0.03	0
0.06	21.87	0.02	1.1	0.04	0.49	0.08	0.02	0.12	0	0.74	0.135	12.57	0.77	0.002	0.12	0.17	0.06	0.06	0.04	0
0.01	0.06	0	2.13	0	0.01	0.04	0.07	1.24	0	0.51	0.098	10.9	0.2	0.003	0.04	0.81	0.04	0.03	0.05	0
4.44	18.81	0.2	1.57	0.03	3.07	0.41	1.26	1.04	0.17	0	0.2	16.57	1.31	0.005	48.03	4.52	0.06	0.45	0.05	0
0.05	22.64	0.08	1.93	0.03	0.04	0.05	1.4	0.54	0.01	0	0.041	12.19	1.12	0.008	1.48	0.92	0.03	0.09	0.06	0
0.18	22.11	0.42	2.93	0.04	0.48	0.21	1.32	1.23	0.56	0.56	0.049	19.29	2.23	0.007	32.02	0.51	0.06	0.2	0	0
3.08	27.3	0.04	0.71	0.001	1.62	0.88	0.76	1.33	0	0	0.077	17.5	1.99	0.007	46.12	5.13	0.05	0.2	0.06	0
0.03	11.12	0.07	2.82	0.04	0.11	0.09	0.05	0.23	0	0.007	0.166	16.15	0.77	0.003	3.16	3.8	0.07	0.03	0.07	0
0.09	7.37	0.02	1.08	0.05	0.23	0.01	0.04	0.05	0	0.005	0.1	9.92	0.57	0.007	2.72	0.1	0.06	0.08	0.05	1
1.25	5.66	0.001	0.87	0.006	3.81	0.15	0.33	1.33	0.59	0.59	0.136	11.06	1.92	0.008	50.93	4.39	0.01	0.39	0.01	0
0.01	19.69	0.09	1.64	0.07	0.06	0.07	0.08	1.03	0	0.002	0.141	16.63	0.04	0.006	5.79	0.22	0.1	0.05	0.08	0
0.1	20.46	0.02	3.79	0.001	7.18	0.49	1.16	0.4	0.25	0.002	0.09	5.38	1.72	0.01	3.49	5.83	0.1	0.24	0.04	0
0.04	0.4	0.02	0.38	0.06	0.08	0.06	0.03	0.08	0.61	0	0.123	4.26	1.93	0	7.49	0.32	0.03	0.02	0.01	0
0.04	6.2	0.06	0.28	0.04	0.59	0.02	0.33	0.82	0.29	0.004	0.093	1.51	1	0.004	1.4	0.03	0.03	0.03	0.05	0
0.01	3.78	0.1	0.26	0.03	0.07	0.08	1.23	0.86	0	0.87	0.019	16.86	0.49	0.007	2.01	0.17	0.01	0.05	0.08	0
0.24	22.69	0.04	3.61	0.001	1.66	0.33	1.68	0.48	0.62	0.62	0.147	17.79	1.49	0.004	34.46	1.38	0.1	0.28	0.02	0
2.83	0.41	0.05	2.6	0.1	1.28	0.33	1.94	1.49	0	0.001	0.114	10.44	1.99	0.007	53.39	2.54	0.04	0.5	0.09	0
0.02	26.28	0.07	0.51	0.08	0.1	0.02	1.56	1.15	0.07	0.001	0.044	12.62	0.65	0.004	4.99	4.82	0.04	0.03	0.03	0
4.94	25.72	0.03	3.47	0.004	6.58	0.89	1.62	1.27	0	0	0.117	12.88	1	0.005	21.68	4.06	0.1	0.33	0.03	0
0.04	11.36	0.03	0.49	0.08	0.12	0.1	0.05	1.2	0	0.002	0.01	18.55	0.36	0.002	4.29	1.7	0.01	0.08	0.04	0
0	22.12	0.03	0.59	0.03	0.09	0.06	1.72	0.81	0.87	0.87	0.15	2.74	1.6	0.004	0.59	2.6	0.02	0.09	0.05	0
0.07	19.48	0.09	0.19	0.05	0.09	0.07	1.26	0.59	0	0	0.011	4.32	1.65	0.01	1.17	0.93	0.02	0.1	0.06	0
0.09	2.5	0.01	0.16	0.07	0.04	0.05	0.04	0.21	0	0	0.01	2.97	1.83	0.002	3.45	1.54	0.09	0.08	0.01	0
0.09	11.33	0.65	1.77	0	6.93	0.87	0.05	1.2	0.2	0.002	0.001	18.79	2.11	0.002	23.83	4.58	0.01	0.2	0.04	0
2.85	28.55	0.02	1.67	0.007	2.79	0.6	0.42	1.13	0.05	0.004	0.053	12.29	1.37	0.006	55.21	1.29	0.08	0.12	0.04	0
0.05	19.75	0.01	1.58	0.03	0.25	0.09	0.05	0.98	0.07	0.008	0.107	4.09	0.88	0.007	10.19	0.97	0.09	0.07	0.02	0
0.01	7.28	0.02	1.14	0.005	4.55	0.24	0.28	0.82	0.54	0.54	0.197	1.4	1.95	0.007	41.66	3.64	0.05	0.37	0.05	0
0.1	0.12	0.1	0.72	0.1	0	0.09	1.71	1.42	0	0.002	0.103	16.81	0.44	0.006	7.95	0.51	0.07	0.09	0	0
0.04	8.49	0.04	0.4	0.09	0.04	0.06	1.33	0.71	0.66	0.66	0.014	8.62	0.09	0.006	3.79	2.51	0.01	0.07	0.02	0
0.19	22.84	0.001	0.09	0.004	1.11	0.54	1.21	1.33	0	0	0.116	12.05	1.58	0.009	21.2	0.46	0.03	0	0.03	1
2.94	18.72	0.1	3.79	0.12	6.11	0.54	0.79	0.54	0	0	0.126	18.52	1.83	0.009	11.33	4.33	0.1	0.05	0.02	0
0.04	1.83	0.02	1.39	0.05	0.17	0.1	0.39	0.76	0.15	0.004	0.082	14.87	1.58	0.01	8.13	1.53	0.02	0.07	0.01	0
0.05	19.72	0.001	1.76	0.001	2.25	0.2	1.85	1.43	0.68	0.68	0.089	4.43	1.15	0.004	2.61	2.61	0.03	0.08	0.04	0
0.08	21.15	0.001	3.33	0.007	2.05	0.1	1.48	0.95	0.91	0.91	0.073	17.73	1.91	0.006	6.17	3.69	0.04	0.37	0	0
0.09	26.09	0.61	2.95	0.08	4.09	0.4	0.05	1.05	0.4	0.007	0.001	13.86	2.27	0.003	5.67	2.53	0.05	0.41	0.07	0
0.09	22.48	0.02	0.93	0.02	0.3	0.06	1.34	0.36	0	0.84	0.07	8.88	0.86	0.007	7.38	3.53	0.09	0.04	0.05	0
0.06	5.35	0.03	0.94	0.03	0.45	0	0.01	0.38	0.04	0	0.166	1.19	1.54	0.01	12.63	2.6	0.09	0.07	0.01	0
0.05	22.21	0.09	0.05	0.01	0.15	0.08	0.29	0.51	0	0.86	0.048	2.3	0.49	0.005	4.76	4.85	0.07	0.04	0.07	0
0.02	28.67	0.1	1	0.1	0.03	0.04	0.04	1.04	0.08	0.007	0.141	6.48	0.67	0.006	3.39	0.63	0.05	0.02	0.08	0
0.05	9.62	0.24	4.29	0.04	5.33	0.06	1.17	0.9	0.51	0.51	0.13	2.88	1.42	0.01	59.74	4.23	0	0.03	0.01	0
0.12	23.37	0.05	1.65	0.006	7.09	0.47	1.95	1.38	0.46	0.003	0.191	18.27	1.03	0.009	29.38	2.4	0.05	0.35	0.02	0
0.08	2.81	0.08	0.69	0.09	0.01	0.03	0.2	0.64	0	0.007	0.132	4.67	0.53	0.004	8.12	2.49	0.06	0.04	0.04	1
0.08	15.91	0.61	3.16	0.06	8.08	0.13	1.64	0.78	0.61	0.61	0.038	7.54	2.21	0.009	53.54	3.07	0.09	0.11	0.03	0
0.04	16.27	0.04	1.64	0.09	0.02	0.06	1.75	0.76	0.26	0.003	0.092	13.48	1.08	0.01	3.82	1.31	0.05	0.03	0.04	0
1.37	16.36	0.04	0.91	0.002	5.42	0.43	0.1	1.08	0.99	0.99	0.002	18.02	1.88	0.003	43.63	1.75	0.04	0.13	0.01	0
0.06	4.24	0.07	0.94	0.07	0.05	0.1	0	0.99	0	0.002	0.165	4	0.5	0.005	6.74	0.79	0.02	0.03	0.06	0
2.9	11.88	0.13	4.57	0.06	6.64	0.58	0.89	0.04	0.46	0.002	0.089	8.33	2.54	0	16.52	1.66	0.06	0.33	0.05	0
0.02	2.59	0	0.24	0.04	0.55	0.02	0.66	0.04	0	0	0.097	3.39	1.37	0.01	0.73	3.36	0.04	0.09	0.04	0
1.72	23.59	0.61	4.25	0.07	2.66	0.4	0.76	0.62	0	0.65	0.044	7.86	2.2	0.005	0.5	5.22	0.03	0.48	0.02	0
0.02	18.72	0.06	4.33	0.08	6.31	0.54	0.79	0.54	0.2	0.009	0.126	18.34	2.41	0.009	11.34	4.33	0.1	0.05	0.02	0
3.23	19.49	0.25	1.54	0.01	6.54	0.31	1.91	0.96	0	0.002	0.132	17.01	1.2	0.01	45	5.19	0.02	0	0.02	0
0.08	7.88	0.01	3.78	0.04	0.01	0.05	0.09	0.2	0.44	0	0.035	6.12	1.88	0.005	0.39	3.1	0.09	0.07	0.01	0
0.35	26.57	0.58	1.53	0.06	2.36	0.18	0.07	1.44	0.95	0.95	0.162	5.65	1.8	0.009	42.8	3.61	0.05	0.02	0.05	0
3.11	27.84	0.14	2.95	0.06	6.69	0.58	0.74	0.84	0	0.004	0.043	2.4	1.8	0.007	42.57	7.04	0.09	0.13	0.09	0
0	6.06	0.03	0.42	0.07	0.24	0.04	1.05	0.96	0.32	0.008	0.049	1.92	1.72	0.001	9.55	0.27	0.01	0.06	0.05	0
0.01	16.46	0.02	0.6	0.07	0.19	0.1	0.88	0.12	0.87	0.87	0.143	13.87	1.13	0.009	0.18	0.4	0.07	0.06	0.02	0
0.07	2.58	0.03	0.51	0.003	5.67	0.68	1.25	0.29	0.78	0.78	0.112	2.44	1.23	0.006	6.7	3.04	0.07	0.32	0.06	0
0.07	4.88	0	0.18	0.07	0.29	0.01	0.33	1.33	0	0.59	0.136	11.66	0.45	0.008	8.05	3.79	0.01	0.03	0.01	0
0.02	0.63	0.05	2.85	0.03	0.04	0	0	0.63	0	0.003	0.139	15.88	0.27	0.002	4.28	0.31	0.1	0.01	0.08	0
0.11	23.08	0.76	3.69	0.02	5.35	0.63	1.94	1.27	0.08	0.008	0.194	14.09	2.01	0.005	1.07	4.8	0.08	0.22	0.07	0
0.09	20.24	0.09	0.44	0.08	0.33	0.05	1.89	1.05	0.83	0.83	0.184	1.25	1.52	0.001	6.99	0.07	0.07	0.01	0.07	0
0.1	28.78	0.01	0.92	0.07	0.01	0.02	0.07	0.57	0	0.007	0.153	15	0.93	0.003	0.3	0.49	0.1	0.09	0.09	0
0	29.02	0.01	0.51	0	0.1	0.05	0.09	1.14	0	0.68	0.136	8.21	0.68	0.008	0.96	0.99	0.04	0.01	0.02	0
0.1	22.26	0.06	0.31	0.09	0.06	0.03	1.04	1.06	0	0	0.038	16.11	1.81	0.005	1.24	3.37	0.06	0.04	0.09	0
0.07	23.78	0.02	0.55	0.02	0.31	0.04	1.56	1.02	0.04	0.001	0.075	2.27	0.56	0	0.33	0.43	0.03	0.07	0.06	0
2.27	29.58	0.27	3.13	0.05	4.91	0.72	0.14	1.42	0	0	0.082	12.03	1.6	0.006	6.91	4.96	0	0.16	0.05	0
1.72	7.87	0.02	0.23	0.004	6.76	0.28	0.36	0.45	0.79	0.79	0.198	7.1	1.36	0.008	12.99	1.1	0	0.33	0.06	1
0.09	19.71	0.07	1.93	0.02	0.19	0.07	1.05	0.69	0.77	0.77	0.052	9.46	1.7	0.002	1.89	3.9	0.01	0.03	0.04	0
0.07	27.2	0	0.89	0	0.02	0.01	1.69	0.98	0	0.004	0.181	6.11	0.61	0.008	2.56	0.64	0.07	0.03	0.01	0
2.77	25.89	0.62	3.35	0.06	3.48	0.63	1.26	0.34	0.94	0.94	0.093	7.97	1.8	0.007	55.98	5.12	0.05	0.12	0.04	0
0.03	27.57	0.07	0.61	0.01	0.34	0.04	0.08	1.42	0	0.97	0.196	5.59	0.26	0.003	9.57	0.75	0.1	0.04	0.01	0
0.04	0.17	0.07	1.35	0.02	0.06	0.1	0.14	0.77	0.24	0.003	0.062	13.96	2	0.005	5.74	0.78	0.08	0.02	0.08	0
0.05	9.04	0.06	0.47	0.09	0.09	0.01	1.03	0.99	0.43	0.006	0.132	8.76	0.52	0.006	1.71	0.84	0.02	0.05	0.02	0
3.12	24	0.05	4.09	0.03	6.64	0.88	1.81	0	0	0.003	0.12	2.04	1.36	0.008	34.63	0.27	0.03	0.46	0.01	0
0	26	0.08	0.31	0.04	0.02	0.05	1.62	0.96	0	0	0.138	5.66	0.34	0	0.44	0.52	0.01	0	0.06	0
0.02	16.79	0.08	0.07	0.02	0.08	0.05	1.15	0.34	0	0.85	0.065	18.32	0.73	0.003	7.8	0.5	0.1	0.07	0.01	0
0.07	10.38	0.05	0.17	0.006	7.52	0.89	0.52	0.32	0.31	0.002	0.11	3.55	1.79	0	6.24	4.15	0.01	0.1	0.02	1
2.82	7.2	0.04	3.95	0.004	4.78	0.38	0.86	1.3	0.89	0.89	0.02	9.73	1.61	0.004	30.01	7.67	0.05	0.5	0.06	1
3.46	4.97	0.01	1.67	0.006	3.7	0.49	0.41	1.22	0.29	0.006	0.101	16.82	1.29	0.001	18.51	5.73	0.07	0.18	0.05	1
0.03	12.18	0.03	1.45	0.05	0.24	0.1	0.02	0.17	0	0.66	0.124	16.62	0.99	0.009	6.01	0.01	0.07	0.08	0.02	0
0.04	22.75	0.1	0.38	0.06	0.06	0	1.23	0.66	0.93	0.93	0.155	17.07	0.45	0.002	1.67	3.47	0.07	0.07	0.04	0
3.6	21.3	0.001	0.33	0.004	2.45	0.67	1.36	0.66	0.76	0.76	0.11	9.67	1.68	0.006	36.42	4.17	0.08	0.17	0.04	0
4.54	2.98	0.13	4.03	0.02	7.55	0.29	1.67	0.47	0	0.54	0.141	5.15	1.67	0.006	8.07	0.8	0.04	0.4	0.03	0
0.02	21.72	0.04	1.36	0.1	0.21	0.07	0.93	0.2	0	0.51	0.105	6.42	0.44	0.002	0.32	0.9	0.04	0	0.05	0
0.6	24.58	0.01	0.71	0.005	3.14	0.77	1.45	0.98	0.35	0.002	0.167	14.66	1.84	0.004	23.43	4.99	0.08	0.25	0.08	1
3.47	19.62	0.33	1.81	0.01	2.43	0.2	1.85	1.43	0.68	0.68	0.089	4.84	1.34	0.004	40.09	2.61	0.03	0.08	0.04	0
0.28	3.82	0.001	0.58	0.003	7.06	0.45	1.61	0.45	0.24	0.002	0.149	18.77	1.69	0.004	23.25	4.39	0.1	0.33	0.03	0
0.47	17.96	0.49	2.59	0.13	7.22	0.61	1.95	0.48	0.13	0.001	0.095	15.47	1.87	0.002	21.43	4.2	0.09	0.08	0.03	0
0.04	13.49	0.08	0.24	0.04	0.18	0.06	0.09	1.16	0	0.005	0.198	7.68	0.83	0.01	4.76	0.19	0.06	0.06	0.04	0
0.06	23.68	0.09	0.14	0.08	0.05	0.01	0.85	0.14	0.41	0.006	0.183	13.53	1.37	0.01	0.23	4.91	0.03	0.05	0.02	0
0.1	29.64	0.03	4	0.006	1.3	0.79	1.82	0.44	0.14	0.001	0.022	14.61	1.76	0.007	31.63	1.54	0.03	0.2	0.06	0
2.01	3.43	0.04	1.78	0.005	4.56	0.52	1.83	1.3	0.12	0.003	0.129	7.29	1.14	0.007	10.95	5.13	0.07	0.44	0.08	1
0	11.76	0.59	2.66	0.05	2.35	0.57	1.81	0.38	0.09	0.006	0.083	8.53	1.78	0.007	13.89	6.11	0.05	0.24	0	0
0.06	16.98	0.06	0.43	0.08	0.4	0.05	1.74	0.66	0.07	0.008	0.091	1.05	0.34	0.008	1.36	0	0.02	0.09	0.05	0
2.09	23.99	0.02	0.25	0.008	3.28	0.57	0.95	0.75	0.82	0.82	0.197	11.71	1.79	0.006	34.24	4.4	0.08	0.35	0.01	0
0.08	26.15	0.02	2.3	0.008	1.09	0.4	1.17	1.31	0.57	0.57	0.109	6.07	1.99	0.007	4.89	2.38	0.05	0.22	0.02	0
4.19	20.35	0.01	1.47	0.003	3.09	0.52	1.68	1.4	0	0	0.164	10.88	1.54	0.005	19.88	4.21	0.09	0.17	0.06	1
4.39	18.91	0.04	0.73	0.003	2.92	0.41	1.26	1.04	0	0	0.2	16.09	1.23	0.005	4.79	4.52	0.06	0.45	0.05	1
3.02	8.27	0.41	2.77	0.12	0.76	0.69	1.05	0.8	0.1	0.003	0.197	18.99	1.09	0.008	24.7	4.25	0.05	0.22	0.01	0
0.14	7.88	0.52	1.6	0.1	4.57	0.71	0.02	1.23	0.02	0.006	0.048	10.62	1.82	0.002	13.1	1.76	0.1	0.44	0.01	0
0.02	11.64	0.04	0.59	0	0.1	0.08	0.51	0.92	0	0	0.072	2.32	1.59	0.01	3.04	2.51	0.06	0.02	0.06	0
3.42	0.97	0.08	2.4	0.04	2.97	0.84	1.92	1.2	0	0	0.082	19.28	1.85	0.008	23.93	0.37	0.02	0.46	0.08	0
0.04	23.54	0.25	0.55	0.04	3.81	0.28	0.02	0.63	0.74	0.74	0.152	8.02	1.93	0.005	44.57	5.94	0.07	0.22	0.02	0
0.09	8.56	0.05	1.59	0.04	0.07	0.03	1.7	0.29	0	0.78	0.185	13.11	0.16	0.006	1.94	0.37	0.03	0.01	0.04	0
2.02	9.31	0.03	2.83	0.001	0.88	0.73	1.49	1.45	0.42	0.009	0.159	2.7	1.24	0.001	29.85	5.52	0.04	0.39	0	1
0.01	4.69	0.06	1.81	0.06	0.19	0.07	0.09	0.27	0	0	0.062	5.44	1.75	0.009	2.8	7.76	0.06	0.03	0.09	0
3.65	21.2	0.52	1.03	0.09	2.57	0.67	1.36	0.66	0	0	0.11	10.47	2.07	0.006	41.13	4.17	0.08	0.17	0.04	0
0.07	13.22	0.02	0.04	0.01	0.34	0.08	0.03	1.48	0.06	0.001	0.117	3.19	0.74	0.004	3.5	5.51	0.06	0.1	0.09	0
